PeriodEnd,PeriodStart,Period,AirTemp,AlbedoDaily,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith
2020-07-31T15:00:00Z,2020-07-31T14:30:00Z,PT30M,24.3,0.05,120,3.2,15.4,159,872,789,948,934,1019,15.1,57.8,977.5,107,0.5,25
2020-07-31T15:30:00Z,2020-07-31T15:00:00Z,PT30M,24.2,0.05,111,1.2,15.4,109,935,806,915,893,1040,15.1,58.0,977.4,105,0.3,31
2020-07-31T16:00:00Z,2020-07-31T15:30:00Z,PT30M,24.0,0.05,104,14.6,15.4,312,520,421,732,703,852,15.0,58.8,977.3,77,0.3,37
2020-07-31T16:30:00Z,2020-07-31T16:00:00Z,PT30M,23.6,0.05,98,36.8,15.4,413,103,79,492,464,525,15.0,60.1,977.3,85,0.4,43
2020-07-31T17:00:00Z,2020-07-31T16:30:00Z,PT30M,23.1,0.05,94,48.4,15.4,350,0,0,350,329,350,15.0,61.7,977.4,110,0.5,49
2020-07-31T17:30:00Z,2020-07-31T17:00:00Z,PT30M,22.8,0.05,89,45.3,15.3,319,0,0,319,299,319,14.7,62.9,977.4,94,0.5,55
2020-07-31T18:00:00Z,2020-07-31T17:30:00Z,PT30M,22.4,0.05,86,56.9,15.2,202,0,0,202,190,202,14.1,63.4,977.4,54,0.7,62
2020-07-31T18:30:00Z,2020-07-31T18:00:00Z,PT30M,21.9,0.05,82,42.9,15.2,204,0,0,204,192,204,13.9,65.6,977.5,67,0.7,68
2020-07-31T19:00:00Z,2020-07-31T18:30:00Z,PT30M,21.2,0.05,78,50.1,15.4,123,0,0,123,116,123,14.0,69.5,977.7,116,0.9,74
2020-07-31T19:30:00Z,2020-07-31T19:00:00Z,PT30M,20.4,0.05,74,39.3,15.6,78,13,1,79,73,79,14.1,73.7,977.9,132,1.1,80
2020-07-31T20:00:00Z,2020-07-31T19:30:00Z,PT30M,19.5,0.05,71,7.0,15.6,27,103,9,36,23,28,14.1,78.2,978.2,137,1.1,86
2020-07-31T20:30:00Z,2020-07-31T20:00:00Z,PT30M,18.9,0.05,67,0.0,15.3,0,2,0,0,0,0,14.0,80.0,978.4,128,1.0,92
2020-07-31T21:00:00Z,2020-07-31T20:30:00Z,PT30M,18.5,0.05,62,0.0,14.7,0,0,0,0,0,0,13.7,78.9,978.6,108,1.2,98
2020-07-31T21:30:00Z,2020-07-31T21:00:00Z,PT30M,18.2,0.05,58,0.0,14.1,0,0,0,0,0,0,13.4,76.9,978.9,89,1.4,103
2020-07-31T22:00:00Z,2020-07-31T21:30:00Z,PT30M,18.2,0.05,53,0.0,13.5,0,0,0,0,0,0,13.0,74.1,979.2,71,1.6,109
2020-07-31T22:30:00Z,2020-07-31T22:00:00Z,PT30M,18.2,0.05,47,0.0,13.0,0,0,0,0,0,0,12.6,71.5,979.4,60,2.0,113
2020-07-31T23:00:00Z,2020-07-31T22:30:00Z,PT30M,18.4,0.05,41,1.8,12.6,0,0,0,0,0,0,12.2,69.0,979.3,55,2.4,118
2020-07-31T23:30:00Z,2020-07-31T23:00:00Z,PT30M,18.6,0.05,34,30.0,12.3,0,0,0,0,0,0,12.2,66.8,979.3,60,2.8,122
2020-08-01T00:00:00Z,2020-07-31T23:30:00Z,PT30M,18.9,0.05,26,40.6,12.2,0,0,0,0,0,0,12.5,64.9,979.3,72,3.1,125
2020-08-01T00:30:00Z,2020-08-01T00:00:00Z,PT30M,19.1,0.05,18,20.6,12.2,0,0,0,0,0,0,13.1,64.5,979.4,83,3.2,127
2020-08-01T01:00:00Z,2020-08-01T00:30:00Z,PT30M,19.0,0.05,9,25.1,12.4,0,0,0,0,0,0,14.2,65.6,979.5,97,3.1,128
2020-08-01T01:30:00Z,2020-08-01T01:00:00Z,PT30M,18.9,0.05,0,36.1,12.5,0,0,0,0,0,0,14.9,66.7,979.5,105,3.0,129
2020-08-01T02:00:00Z,2020-08-01T01:30:00Z,PT30M,18.8,0.05,-9,44.0,12.7,0,0,0,0,0,0,15.4,67.8,979.3,106,2.6,128
2020-08-01T02:30:00Z,2020-08-01T02:00:00Z,PT30M,18.7,0.05,-18,39.2,12.7,0,0,0,0,0,0,15.6,68.4,979.1,100,2.1,127
2020-08-01T03:00:00Z,2020-08-01T02:30:00Z,PT30M,18.5,0.05,-26,27.9,12.6,0,0,0,0,0,0,15.7,68.6,978.8,79,1.6,125
2020-08-01T03:30:00Z,2020-08-01T03:00:00Z,PT30M,18.4,0.05,-34,3.1,12.5,0,0,0,0,0,0,15.6,68.3,978.6,57,1.5,121
2020-08-01T04:00:00Z,2020-08-01T03:30:00Z,PT30M,18.4,0.05,-41,0.0,12.3,0,0,0,0,0,0,15.5,67.6,978.6,44,1.7,118
2020-08-01T04:30:00Z,2020-08-01T04:00:00Z,PT30M,18.4,0.05,-47,0.0,12.0,0,0,0,0,0,0,15.2,66.3,978.5,40,1.9,113
2020-08-01T05:00:00Z,2020-08-01T04:30:00Z,PT30M,18.6,0.05,-53,0.0,11.8,0,0,0,0,0,0,14.9,64.3,978.5,43,2.1,108
2020-08-01T05:30:00Z,2020-08-01T05:00:00Z,PT30M,18.9,0.05,-58,0.0,11.4,0,0,0,0,0,0,14.5,61.8,978.5,40,2.4,103
2020-08-01T06:00:00Z,2020-08-01T05:30:00Z,PT30M,19.1,0.05,-62,0.0,10.9,0,0,0,0,0,0,14.0,59.0,978.4,33,2.8,98
2020-08-01T06:30:00Z,2020-08-01T06:00:00Z,PT30M,19.3,0.05,-67,0.0,10.7,1,4,0,2,1,1,13.7,57.4,978.3,35,3.1,92
2020-08-01T07:00:00Z,2020-08-01T06:30:00Z,PT30M,19.6,0.05,-71,2.1,10.9,26,127,12,37,22,28,13.4,57.1,978.3,43,3.4,86
2020-08-01T07:30:00Z,2020-08-01T07:00:00Z,PT30M,20.1,0.05,-75,13.4,11.2,78,186,34,112,74,189,13.3,56.6,978.4,50,3.5,80
2020-08-01T08:00:00Z,2020-08-01T07:30:00Z,PT30M,21.0,0.05,-78,4.4,11.9,84,506,144,228,148,590,13.4,56.0,978.5,56,3.3,74
2020-08-01T08:30:00Z,2020-08-01T08:00:00Z,PT30M,21.8,0.05,-82,0.0,12.4,84,703,266,349,258,852,13.6,55.2,978.7,62,3.0,68
2020-08-01T09:00:00Z,2020-08-01T08:30:00Z,PT30M,22.6,0.05,-86,0.0,12.9,95,768,366,461,379,922,13.9,54.3,979.1,68,2.7,62
2020-08-01T09:30:00Z,2020-08-01T09:00:00Z,PT30M,23.2,0.05,-90,0.0,13.5,104,814,464,568,498,967,14.2,54.3,979.3,68,2.3,55
2020-08-01T10:00:00Z,2020-08-01T09:30:00Z,PT30M,23.5,0.05,-94,0.0,14.1,112,847,556,668,612,996,14.5,55.5,979.4,57,1.9,49
2020-08-01T10:30:00Z,2020-08-01T10:00:00Z,PT30M,23.8,0.05,-99,0.0,14.8,120,871,639,759,716,1014,15.1,57.0,979.7,47,1.6,43
2020-08-01T11:00:00Z,2020-08-01T10:30:00Z,PT30M,24.0,0.05,-104,0.0,15.4,127,887,712,838,808,1023,15.9,58.8,980.1,39,1.3,37
2020-08-01T11:30:00Z,2020-08-01T11:00:00Z,PT30M,24.4,0.05,-111,0.0,15.7,133,899,773,906,886,1029,16.5,58.3,980.4,36,1.1,31
2020-08-01T12:00:00Z,2020-08-01T11:30:00Z,PT30M,24.9,0.05,-121,0.0,15.4,134,913,828,962,951,1033,16.9,55.6,980.5,42,1.1,25
2020-08-01T12:30:00Z,2020-08-01T12:00:00Z,PT30M,25.1,0.05,-134,0.0,15.4,130,929,873,1003,999,1036,17.5,54.8,980.6,59,0.9,20
2020-08-01T13:00:00Z,2020-08-01T12:30:00Z,PT30M,25.1,0.05,-154,0.0,15.7,130,934,897,1027,1026,1036,18.2,55.8,980.7,99,0.8,16
2020-08-01T13:30:00Z,2020-08-01T13:00:00Z,PT30M,25.3,0.05,180,0.0,16.0,133,930,899,1032,1033,1033,18.9,56.5,980.8,123,0.8,15
2020-08-01T14:00:00Z,2020-08-01T13:30:00Z,PT30M,25.5,0.05,154,0.0,16.3,135,924,886,1021,1021,1031,19.4,56.8,980.7,141,0.5,16
2020-08-01T14:30:00Z,2020-08-01T14:00:00Z,PT30M,25.6,0.05,134,0.0,16.5,137,913,858,994,990,1028,19.8,57.4,980.6,117,0.3,20
2020-08-01T15:00:00Z,2020-08-01T14:30:00Z,PT30M,25.4,0.05,121,0.0,16.7,143,890,806,949,938,1021,20.1,58.3,980.4,48,0.6,25
2020-08-01T15:30:00Z,2020-08-01T15:00:00Z,PT30M,25.1,0.05,111,0.0,16.6,154,853,733,887,868,1008,20.2,59.3,980.2,47,1.0,31
2020-08-01T16:00:00Z,2020-08-01T15:30:00Z,PT30M,24.6,0.05,104,0.0,16.4,158,820,657,814,784,992,20.1,60.5,979.9,56,1.4,37
2020-08-01T16:30:00Z,2020-08-01T16:00:00Z,PT30M,24.2,0.05,99,0.0,16.2,153,790,579,732,691,972,19.8,61.0,979.8,68,1.7,43
2020-08-01T17:00:00Z,2020-08-01T16:30:00Z,PT30M,23.9,0.05,94,0.0,15.9,147,753,492,640,587,944,19.3,61.0,979.8,82,2.0,49
2020-08-01T17:30:00Z,2020-08-01T17:00:00Z,PT30M,23.6,0.05,90,0.0,16.0,139,705,399,538,475,900,19.0,62.5,979.8,79,2.0,56
2020-08-01T18:00:00Z,2020-08-01T17:30:00Z,PT30M,23.2,0.05,86,1.6,16.4,138,601,287,424,356,804,18.9,65.5,979.8,58,1.8,62
2020-08-01T18:30:00Z,2020-08-01T18:00:00Z,PT30M,22.7,0.05,82,13.5,16.6,181,248,95,277,233,481,18.8,68.5,979.8,53,1.8,68
2020-08-01T19:00:00Z,2020-08-01T18:30:00Z,PT30M,22.1,0.05,78,20.9,16.7,149,53,16,165,149,212,18.6,71.5,979.8,67,1.9,74
2020-08-01T19:30:00Z,2020-08-01T19:00:00Z,PT30M,21.4,0.05,75,21.4,16.7,83,0,0,83,78,83,18.4,74.6,979.8,73,2.0,80
2020-08-01T20:00:00Z,2020-08-01T19:30:00Z,PT30M,20.6,0.05,71,6.3,16.5,26,13,1,27,24,25,18.3,77.7,980.0,74,2.0,86
2020-08-01T20:30:00Z,2020-08-01T20:00:00Z,PT30M,20.0,0.05,67,0.0,16.3,0,0,0,0,0,0,18.1,79.4,980.2,71,2.1,92
2020-08-01T21:00:00Z,2020-08-01T20:30:00Z,PT30M,19.6,0.05,62,5.0,15.9,0,0,0,0,0,0,17.8,79.5,980.3,66,2.5,98
2020-08-01T21:30:00Z,2020-08-01T21:00:00Z,PT30M,19.3,0.05,58,0.1,15.6,0,0,0,0,0,0,17.6,78.8,980.5,62,2.8,104
2020-08-01T22:00:00Z,2020-08-01T21:30:00Z,PT30M,19.3,0.05,53,0.0,15.3,0,0,0,0,0,0,17.5,77.3,980.7,59,3.0,109
2020-08-01T22:30:00Z,2020-08-01T22:00:00Z,PT30M,19.4,0.05,47,0.0,15.2,0,0,0,0,0,0,17.4,76.4,980.8,58,3.0,114
2020-08-01T23:00:00Z,2020-08-01T22:30:00Z,PT30M,19.5,0.05,41,0.0,15.2,0,0,0,0,0,0,17.3,76.2,981.0,61,3.0,118
2020-08-01T23:30:00Z,2020-08-01T23:00:00Z,PT30M,19.6,0.05,34,0.0,15.7,0,0,0,0,0,0,17.2,78.4,980.9,63,3.1,122
2020-08-02T00:00:00Z,2020-08-01T23:30:00Z,PT30M,19.6,0.05,26,0.0,16.6,0,0,0,0,0,0,17.2,83.0,980.8,63,3.6,125
2020-08-02T00:30:00Z,2020-08-02T00:00:00Z,PT30M,19.6,0.05,18,0.0,17.1,0,0,0,0,0,0,17.2,85.3,980.6,65,3.6,127
2020-08-02T01:00:00Z,2020-08-02T00:30:00Z,PT30M,19.6,0.05,9,0.0,17.0,0,0,0,0,0,0,17.2,85.0,980.4,69,3.3,129
2020-08-02T01:30:00Z,2020-08-02T01:00:00Z,PT30M,19.6,0.05,0,0.0,16.9,0,0,0,0,0,0,17.2,84.6,980.2,74,3.1,129
2020-08-02T02:00:00Z,2020-08-02T01:30:00Z,PT30M,19.6,0.05,-9,0.0,16.8,0,0,0,0,0,0,17.0,84.1,980.0,79,2.9,129
2020-08-02T02:30:00Z,2020-08-02T02:00:00Z,PT30M,19.5,0.05,-18,0.0,16.7,0,0,0,0,0,0,16.8,83.9,979.7,80,2.8,127
2020-08-02T03:00:00Z,2020-08-02T02:30:00Z,PT30M,19.3,0.05,-26,0.0,16.6,0,0,0,0,0,0,16.6,84.2,979.5,78,2.7,125
2020-08-02T03:30:00Z,2020-08-02T03:00:00Z,PT30M,19.2,0.05,-34,0.0,16.5,0,0,0,0,0,0,16.6,84.8,979.5,76,2.5,122
2020-08-02T04:00:00Z,2020-08-02T03:30:00Z,PT30M,19.0,0.05,-41,0.0,16.5,0,0,0,0,0,0,16.8,85.8,979.7,76,2.3,118
2020-08-02T04:30:00Z,2020-08-02T04:00:00Z,PT30M,18.8,0.05,-47,0.0,16.5,0,0,0,0,0,0,17.1,86.3,979.8,74,2.1,113
2020-08-02T05:00:00Z,2020-08-02T04:30:00Z,PT30M,18.7,0.05,-53,0.0,16.4,0,0,0,0,0,0,17.4,86.2,980.0,71,2.0,109
2020-08-02T05:30:00Z,2020-08-02T05:00:00Z,PT30M,18.8,0.05,-58,0.0,16.5,0,0,0,0,0,0,17.7,86.7,980.2,64,1.9,103
2020-08-02T06:00:00Z,2020-08-02T05:30:00Z,PT30M,18.9,0.05,-63,0.0,16.9,0,0,0,0,0,0,17.9,87.8,980.3,54,1.9,98
2020-08-02T06:30:00Z,2020-08-02T06:00:00Z,PT30M,19.1,0.05,-67,0.0,17.2,1,1,0,1,1,1,18.0,88.6,980.4,48,2.1,92
2020-08-02T07:00:00Z,2020-08-02T06:30:00Z,PT30M,19.3,0.05,-71,10.2,17.4,27,3,0,27,25,27,18.0,88.9,980.3,45,2.3,86
2020-08-02T07:30:00Z,2020-08-02T07:00:00Z,PT30M,19.5,0.05,-75,15.3,17.6,81,68,13,94,77,129,18.0,88.6,980.3,44,2.7,80
2020-08-02T08:00:00Z,2020-08-02T07:30:00Z,PT30M,19.9,0.05,-79,6.4,17.7,109,324,92,201,145,448,17.9,87.5,980.4,46,3.3,74
2020-08-02T08:30:00Z,2020-08-02T08:00:00Z,PT30M,20.2,0.05,-82,4.6,17.8,136,458,173,309,243,667,17.8,85.8,980.5,48,3.7,68
2020-08-02T09:00:00Z,2020-08-02T08:30:00Z,PT30M,20.6,0.05,-86,0.8,17.7,129,638,304,433,362,835,17.7,83.5,980.7,51,4.0,62
2020-08-02T09:30:00Z,2020-08-02T09:00:00Z,PT30M,21.1,0.05,-90,0.0,17.6,134,722,410,545,482,912,17.7,80.4,980.9,53,3.9,55
2020-08-02T10:00:00Z,2020-08-02T09:30:00Z,PT30M,21.8,0.05,-94,0.0,17.6,143,770,504,646,595,954,17.8,76.8,981.1,55,3.5,49
2020-08-02T10:30:00Z,2020-08-02T10:00:00Z,PT30M,22.4,0.05,-99,0.0,17.5,149,806,591,740,700,983,17.8,73.7,981.4,57,2.9,43
2020-08-02T11:00:00Z,2020-08-02T10:30:00Z,PT30M,22.9,0.05,-105,0.0,17.4,154,834,668,822,794,1000,18.0,71.1,981.6,59,2.1,37
2020-08-02T11:30:00Z,2020-08-02T11:00:00Z,PT30M,23.2,0.05,-112,0.0,17.4,157,854,734,891,874,1011,18.0,69.6,981.7,52,1.7,31
2020-08-02T12:00:00Z,2020-08-02T11:30:00Z,PT30M,23.4,0.05,-121,0.0,17.4,165,862,780,945,936,1015,17.9,69.1,981.6,37,1.8,25
2020-08-02T12:30:00Z,2020-08-02T12:00:00Z,PT30M,23.7,0.05,-135,0.0,17.6,178,857,805,982,979,1014,17.9,68.6,981.5,34,1.9,20
2020-08-02T13:00:00Z,2020-08-02T12:30:00Z,PT30M,23.9,0.05,-155,0.0,17.7,184,855,820,1005,1005,1013,18.0,68.2,981.4,43,1.7,16
2020-08-02T13:30:00Z,2020-08-02T13:00:00Z,PT30M,24.1,0.05,180,0.0,17.8,186,856,827,1012,1014,1013,18.1,68.0,981.3,54,1.7,15
2020-08-02T14:00:00Z,2020-08-02T13:30:00Z,PT30M,24.1,0.05,154,0.4,17.8,193,841,806,999,999,1008,18.2,67.9,981.1,65,1.8,17
2020-08-02T14:30:00Z,2020-08-02T14:00:00Z,PT30M,24.0,0.05,134,6.4,17.7,306,649,610,916,908,941,18.2,67.8,981.0,74,1.8,20
2020-08-02T15:00:00Z,2020-08-02T14:30:00Z,PT30M,23.9,0.05,121,13.8,17.6,409,441,400,809,791,849,18.1,67.7,980.9,82,1.7,25
2020-08-02T15:30:00Z,2020-08-02T15:00:00Z,PT30M,23.8,0.05,112,29.5,17.5,527,112,98,624,595,641,18.0,67.7,980.7,93,1.7,31
2020-08-02T16:00:00Z,2020-08-02T15:30:00Z,PT30M,23.8,0.05,105,45.2,17.5,447,1,0,448,420,448,17.8,68.0,980.5,108,1.6,37
2020-08-02T16:30:00Z,2020-08-02T16:00:00Z,PT30M,23.9,0.05,99,50.8,17.5,360,0,0,360,338,360,17.9,67.6,980.4,110,1.4,43
2020-08-02T17:00:00Z,2020-08-02T16:30:00Z,PT30M,24.0,0.05,94,43.9,17.4,357,0,0,357,335,357,18.2,66.7,980.5,93,1.2,49
2020-08-02T17:30:00Z,2020-08-02T17:00:00Z,PT30M,23.6,0.05,90,26.9,17.4,334,106,57,392,363,461,18.5,67.9,980.6,58,1.2,56
2020-08-02T18:00:00Z,2020-08-02T17:30:00Z,PT30M,22.7,0.05,86,14.0,17.3,227,309,144,370,324,593,18.7,71.4,980.6,22,1.7,62
2020-08-02T18:30:00Z,2020-08-02T18:00:00Z,PT30M,22.0,0.05,82,13.3,17.2,176,274,104,280,234,507,18.6,74.3,980.5,23,2.2,68
2020-08-02T19:00:00Z,2020-08-02T18:30:00Z,PT30M,21.4,0.05,79,18.6,17.0,142,109,31,173,148,264,18.2,76.2,980.4,39,2.6,74
2020-08-02T19:30:00Z,2020-08-02T19:00:00Z,PT30M,20.7,0.05,75,20.1,16.9,86,11,2,88,81,94,17.9,78.6,980.4,49,3.1,81
2020-08-02T20:00:00Z,2020-08-02T19:30:00Z,PT30M,19.9,0.05,71,5.6,16.7,26,18,2,28,24,26,17.6,81.4,980.4,55,3.5,87
2020-08-02T20:30:00Z,2020-08-02T20:00:00Z,PT30M,19.3,0.05,67,0.0,16.5,0,0,0,0,0,0,17.4,83.7,980.6,61,3.7,93
2020-08-02T21:00:00Z,2020-08-02T20:30:00Z,PT30M,18.9,0.05,63,0.0,16.4,0,0,0,0,0,0,17.3,85.2,981.0,68,3.7,98
2020-08-02T21:30:00Z,2020-08-02T21:00:00Z,PT30M,18.6,0.05,58,3.2,16.2,0,0,0,0,0,0,17.1,85.9,981.3,72,3.7,104
2020-08-02T22:00:00Z,2020-08-02T21:30:00Z,PT30M,18.6,0.05,53,41.2,16.1,0,0,0,0,0,0,16.9,85.8,981.5,74,3.6,109
2020-08-02T22:30:00Z,2020-08-02T22:00:00Z,PT30M,18.5,0.05,47,44.8,16.0,0,0,0,0,0,0,16.5,85.5,981.6,74,3.4,114
2020-08-02T23:00:00Z,2020-08-02T22:30:00Z,PT30M,18.5,0.05,41,48.1,15.9,0,0,0,0,0,0,16.0,85.1,981.7,73,3.2,118
2020-08-02T23:30:00Z,2020-08-02T23:00:00Z,PT30M,18.5,0.05,34,47.8,15.9,0,0,0,0,0,0,15.4,85.1,981.8,69,3.2,122
2020-08-03T00:00:00Z,2020-08-02T23:30:00Z,PT30M,18.5,0.05,26,39.1,16.0,0,0,0,0,0,0,14.7,85.6,981.8,62,3.3,125
2020-08-03T00:30:00Z,2020-08-03T00:00:00Z,PT30M,18.4,0.05,18,11.2,16.0,0,0,0,0,0,0,14.3,85.9,981.7,61,3.3,128
2020-08-03T01:00:00Z,2020-08-03T00:30:00Z,PT30M,18.2,0.05,9,0.1,15.8,0,0,0,0,0,0,14.1,86.0,981.4,65,3.2,129
2020-08-03T01:30:00Z,2020-08-03T01:00:00Z,PT30M,18.1,0.05,0,0.0,15.7,0,0,0,0,0,0,14.2,85.9,981.2,67,3.0,129
2020-08-03T02:00:00Z,2020-08-03T01:30:00Z,PT30M,17.9,0.05,-9,0.0,15.5,0,0,0,0,0,0,14.4,85.6,980.8,68,2.6,129
2020-08-03T02:30:00Z,2020-08-03T02:00:00Z,PT30M,17.8,0.05,-18,0.0,15.2,0,0,0,0,0,0,15.0,84.7,980.6,67,2.4,127
2020-08-03T03:00:00Z,2020-08-03T02:30:00Z,PT30M,17.8,0.05,-27,0.0,14.9,0,0,0,0,0,0,15.8,83.2,980.3,65,2.3,125
2020-08-03T03:30:00Z,2020-08-03T03:00:00Z,PT30M,17.7,0.05,-34,0.0,14.7,0,0,0,0,0,0,16.7,82.7,980.2,63,2.3,122
2020-08-03T04:00:00Z,2020-08-03T03:30:00Z,PT30M,17.6,0.05,-41,7.3,14.7,0,0,0,0,0,0,17.7,83.1,980.1,63,2.4,118
2020-08-03T04:30:00Z,2020-08-03T04:00:00Z,PT30M,17.5,0.05,-47,20.7,14.8,0,0,0,0,0,0,18.5,84.2,980.1,62,2.5,114
2020-08-03T05:00:00Z,2020-08-03T04:30:00Z,PT30M,17.4,0.05,-53,29.4,15.0,0,0,0,0,0,0,19.0,85.9,980.2,60,2.7,109
2020-08-03T05:30:00Z,2020-08-03T05:00:00Z,PT30M,17.5,0.05,-58,28.8,15.2,0,0,0,0,0,0,19.0,86.4,980.3,59,3.3,104
2020-08-03T06:00:00Z,2020-08-03T05:30:00Z,PT30M,17.7,0.05,-63,12.2,15.2,0,0,0,0,0,0,18.4,85.7,980.3,59,4.1,98
2020-08-03T06:30:00Z,2020-08-03T06:00:00Z,PT30M,17.8,0.05,-67,37.3,15.3,1,0,0,1,1,1,18.1,85.3,980.4,61,4.4,92
2020-08-03T07:00:00Z,2020-08-03T06:30:00Z,PT30M,17.7,0.05,-71,12.5,15.2,22,121,12,34,18,28,18.1,85.2,980.6,66,4.3,86
2020-08-03T07:30:00Z,2020-08-03T07:00:00Z,PT30M,17.9,0.05,-75,14.3,15.1,77,172,29,106,72,166,17.9,83.7,980.8,68,3.9,80
2020-08-03T08:00:00Z,2020-08-03T07:30:00Z,PT30M,18.3,0.05,-79,14.4,14.9,122,284,77,199,147,415,17.5,80.9,980.8,65,3.3,74
2020-08-03T08:30:00Z,2020-08-03T08:00:00Z,PT30M,18.8,0.05,-83,19.3,14.8,185,255,91,276,232,492,17.0,78.0,980.8,59,2.8,68
2020-08-03T09:00:00Z,2020-08-03T08:30:00Z,PT30M,19.4,0.05,-86,34.4,14.9,293,17,8,301,282,313,16.5,74.9,980.7,50,2.3,62
2020-08-03T09:30:00Z,2020-08-03T09:00:00Z,PT30M,20.2,0.05,-90,20.7,14.8,273,307,180,454,416,622,16.0,71.0,980.6,43,2.0,56
2020-08-03T10:00:00Z,2020-08-03T09:30:00Z,PT30M,21.1,0.05,-95,2.4,14.6,123,813,533,656,606,973,15.4,66.4,980.5,43,1.7,49
2020-08-03T10:30:00Z,2020-08-03T10:00:00Z,PT30M,21.8,0.05,-99,0.0,14.5,96,916,670,765,726,1029,15.0,63.0,980.5,50,1.4,43
2020-08-03T11:00:00Z,2020-08-03T10:30:00Z,PT30M,22.3,0.05,-105,0.0,14.4,98,938,750,848,822,1041,14.8,60.8,980.6,69,1.2,37
2020-08-03T11:30:00Z,2020-08-03T11:00:00Z,PT30M,22.8,0.05,-112,0.0,14.3,100,954,819,919,904,1047,14.9,58.9,980.6,48,1.4,31
2020-08-03T12:00:00Z,2020-08-03T11:30:00Z,PT30M,23.2,0.05,-122,0.0,14.3,101,966,873,975,969,1049,15.1,57.4,980.6,21,2.6,25
2020-08-03T12:30:00Z,2020-08-03T12:00:00Z,PT30M,23.5,0.05,-135,0.0,14.3,102,975,914,1016,1017,1050,15.1,56.2,980.5,21,3.1,20
2020-08-03T13:00:00Z,2020-08-03T12:30:00Z,PT30M,23.8,0.05,-155,0.0,14.4,102,981,940,1041,1046,1051,15.0,55.4,980.3,35,2.8,17
2020-08-03T13:30:00Z,2020-08-03T13:00:00Z,PT30M,24.0,0.05,180,0.0,14.4,102,983,948,1050,1056,1051,15.0,55.0,980.2,53,2.3,15
2020-08-03T14:00:00Z,2020-08-03T13:30:00Z,PT30M,24.1,0.05,154,0.0,14.5,101,981,939,1040,1045,1050,15.2,55.0,980.1,83,1.9,17
2020-08-03T14:30:00Z,2020-08-03T14:00:00Z,PT30M,24.1,0.05,135,0.0,14.7,101,975,913,1014,1015,1049,15.5,55.5,980.1,107,1.8,20
2020-08-03T15:00:00Z,2020-08-03T14:30:00Z,PT30M,24.2,0.05,121,0.0,15.0,99,967,873,972,966,1048,15.8,56.5,979.9,125,1.5,25
2020-08-03T15:30:00Z,2020-08-03T15:00:00Z,PT30M,24.0,0.05,112,0.0,15.3,95,957,819,915,900,1045,16.3,58.1,979.8,134,1.4,31
2020-08-03T16:00:00Z,2020-08-03T15:30:00Z,PT30M,23.7,0.05,105,0.0,15.5,93,940,750,843,817,1038,16.8,60.2,979.6,127,1.2,37
2020-08-03T16:30:00Z,2020-08-03T16:00:00Z,PT30M,23.3,0.05,99,0.0,15.7,91,915,667,758,719,1024,17.4,62.3,979.6,114,1.0,43
2020-08-03T17:00:00Z,2020-08-03T16:30:00Z,PT30M,22.9,0.05,95,0.0,15.9,89,883,574,663,611,1003,18.2,64.4,979.6,90,0.8,49
2020-08-03T17:30:00Z,2020-08-03T17:00:00Z,PT30M,22.5,0.05,90,0.0,16.1,86,844,475,561,495,972,18.6,67.0,979.4,43,1.4,56
2020-08-03T18:00:00Z,2020-08-03T17:30:00Z,PT30M,22.0,0.05,86,0.0,16.3,81,792,371,452,374,926,18.8,70.0,979.1,25,2.9,62
2020-08-03T18:30:00Z,2020-08-03T18:00:00Z,PT30M,21.6,0.05,83,0.0,16.6,74,716,265,339,252,847,19.9,73.2,978.9,28,3.7,68
2020-08-03T19:00:00Z,2020-08-03T18:30:00Z,PT30M,21.2,0.05,79,0.0,16.9,63,603,162,225,136,627,21.8,76.7,978.9,41,3.6,75
2020-08-03T19:30:00Z,2020-08-03T19:00:00Z,PT30M,20.7,0.05,75,0.0,17.1,46,431,72,118,45,258,23.1,79.8,978.9,52,3.5,81
2020-08-03T20:00:00Z,2020-08-03T19:30:00Z,PT30M,20.2,0.05,71,0.0,17.1,20,138,13,33,16,27,23.5,82.4,979.1,60,3.3,87
2020-08-03T20:30:00Z,2020-08-03T20:00:00Z,PT30M,19.8,0.05,67,0.0,17.1,0,1,0,0,0,0,23.5,84.6,979.2,64,3.2,93
2020-08-03T21:00:00Z,2020-08-03T20:30:00Z,PT30M,19.4,0.05,63,0.0,17.0,0,0,0,0,0,0,23.1,86.1,979.3,64,3.1,98
2020-08-03T21:30:00Z,2020-08-03T21:00:00Z,PT30M,19.2,0.05,58,0.0,17.0,0,0,0,0,0,0,22.9,86.9,979.4,62,3.1,104
2020-08-03T22:00:00Z,2020-08-03T21:30:00Z,PT30M,19.1,0.05,53,0.0,16.9,0,0,0,0,0,0,22.9,87.1,979.5,58,3.1,109
2020-08-03T22:30:00Z,2020-08-03T22:00:00Z,PT30M,19.1,0.05,47,0.0,17.0,0,0,0,0,0,0,23.0,87.6,979.6,57,3.0,114
2020-08-03T23:00:00Z,2020-08-03T22:30:00Z,PT30M,19.1,0.05,41,0.0,17.1,0,0,0,0,0,0,23.1,88.4,979.7,57,2.9,118
